#FromNodeId	ToNodeId	Weight
64131	42487	0.48
63836	54729	0.71
66157	43205	0.39
99669	79526	0.02
65527	13168	0.79
73433	9493	0.37
33148	37496	0.59
83847	99106	0.54
67736	8187	0.33
59625	77712	0.99
24871	53412	0.97
97017	43835	0.26
33139	50236	0.89
13041	72253	0.85
73481	73237	0.7
40880	95936	0.45
41814	4023	0.01
92420	31136	0.47
93051	57959	0.61
4421	86587	0.35
46049	65138	0.78
94349	5858	0.17
22789	9518	0.96
17981	47144	0.04
76456	26045	0.07
71750	35247	0.25
26804	22269	0.43
73819	28549	0.75
46089	77882	0.89
72803	94381	0.74
16002	52017	0.13
69478	4231	0.55
24344	62655	0.38
92977	84161	0.51
62804	89150	0.83
4348	71389	0.14
1011	946	0.48
44332	21158	0.91
48740	9440	0.96
26065	57939	0.56
74797	96834	0.72
19718	89178	0.06
96042	51169	0.88
24438	12112	0.1
21721	91971	0.3
58517	52665	0.85
97204	60330	0.04
6736	89161	0.45
48161	48156	0.36
14516	72483	0.06
68434	43867	0.57
93406	18203	0.11
45434	60217	0.22
71200	68117	0.82
48219	78953	0.99
25365	42828	0.62
59673	84287	0.31
14407	22470	0.09
48991	2487	0.8
67693	77528	0.87
98904	39440	0.67
68428	21	0.66
98554	91984	0.45
59230	98438	0.28
8001	50526	0.38
38421	20150	0.45
55367	15533	0.17
81613	91956	0.72
42789	82001	0.61
51787	39321	0.3
42055	44823	0.49
75094	46520	0.08
33368	13362	0.61
61886	12933	0.72
34364	32073	0.16
61890	86218	0.48
83758	56665	0.59
68137	16643	0.62
27575	44444	0.49
41638	7317	0.51
61649	12186	0.41
63517	26294	0.08
9821	29343	0.33
3624	55182	0.3
58973	33528	0.55
57355	19534	0.36
94538	93430	0.42
98837	23292	0.69
51237	77735	0.63
19938	49670	0.31
11952	14505	0.49
8001	60999	0.83
62534	7789	0.85
22505	90106	0.87
11009	2631	0.22
52150	54172	0.97
65143	44404	0.2
28339	18074	0.86
73328	23053	0.14
54436	16904	0.9
20253	29234	0.48
66508	30974	0.07
66024	21157	0.17
70683	28326	0.47
92344	40783	0.73
84320	70325	0.03
99830	75179	0.59
47477	34586	0.88
33598	11502	0.56
58367	55029	0.56
96421	571	0.96
12786	36980	0.49
35971	42822	0.13
42262	17856	0.92
35579	74205	0.36
22662	80311	0.25
27237	41300	0.31
27015	3976	0.28
19012	72919	0.08
96696	64629	0.24
64830	55957	0.59
26328	51179	0.11
80121	52344	0.32
3842	24865	0.45
23290	23673	0.73
61410	79381	0.68
58600	51571	0.34
99504	24835	0.92
69655	49438	0.18
47594	88588	0.17
20899	38780	0.49
480	48646	0.32
23890	31478	0.68
32915	71472	0.67
17727	69348	0.58
80511	94066	0.43
52472	7586	0.48
80676	1205	0.76
31698	83130	0.07
6015	59276	0.47
98795	98348	1.0
16153	68417	0.05
5815	85438	0.28
61968	73872	0.01
12555	71383	0.22
23987	80227	0.03
14341	27448	0.66
26017	64589	0.01
94516	73389	0.31
66289	47545	0.44
20305	83885	0.54
66069	98330	0.86
45032	6010	0.39
19433	87186	0.12
68371	29168	0.8
70459	32205	0.4
89078	45763	0.15
23036	86298	0.51
6495	5532	0.87
15449	51951	0.51
98748	44898	0.7
63848	70862	0.33
57637	2285	0.73
87655	69768	0.06
18556	34162	0.68
62126	27002	0.68
33159	47405	0.94
40373	83943	0.24
17926	29924	0.69
89773	94338	0.85
11619	22493	0.46
99383	50553	0.56
90644	24745	0.08
74456	33873	0.46
22903	63029	0.89
87176	69761	0.64
44754	24861	0.6
59476	54652	0.2
15885	52166	0.14
79655	99686	0.33
71684	6915	0.92
619	52035	0.25
83209	44405	0.79
32688	43504	0.48
13349	3767	0.75
94022	83914	0.27
29638	67635	0.77
15130	29932	0.3
25072	80375	0.53
75917	36084	0.14
13605	43	0.55
58209	68438	0.99
8778	97113	0.98
25980	94110	0.98
22001	36059	0.74
27384	86873	0.05
96198	40472	0.03
2676	151	0.34
42314	46211	0.84
66812	48550	0.39
32967	85927	1.0
18630	140	0.66
51500	44229	0.58
52512	32792	0.37
24961	33953	0.86
59286	50495	0.96
91516	18602	0.29
31716	88807	0.12
3867	9342	0.92
50345	48762	0.42
76373	76813	0.96
83447	9639	0.15
56009	43935	0.29
40462	15336	0.2
62173	23050	0.35
21500	15148	0.48
6104	2896	0.88
52136	98486	0.33
67029	29216	0.79
59065	82694	0.27
47303	91248	0.25
87723	18229	0.8
25596	98755	0.47
55772	44321	0.48
73143	91930	0.52
84709	8458	0.7
23371	67431	0.01
99884	72455	0.93
17667	73860	0.23
46123	11638	0.95
9922	45698	0.4
96066	22451	0.44
3274	87047	0.94
85251	49483	0.67
27132	78422	0.18
40723	45248	0.78
81998	34281	0.06
78702	694	0.21
30706	16485	0.65
97456	19	0.56
28521	24941	0.33
30097	36963	0.43
3036	66570	0.67
15818	17707	0.32
85912	29048	0.27
58565	50489	0.44
74627	3605	0.92
43360	28443	0.21
15171	57363	0.33
94518	21903	0.54
55139	82886	0.18
21403	47477	0.07
41546	89928	0.46
24289	21358	0.02
4844	63764	0.49
51345	15701	0.51
92943	59137	0.25
24592	80606	0.61
5433	33777	0.65
53658	75028	0.14
40486	11911	0.67
86046	55622	0.15
61029	84537	0.17
46230	49	0.33
77854	29711	0.36
27912	96013	0.31
38474	81088	0.5
97179	40686	0.27
166	71169	0.94
96127	46447	0.26
10595	74433	0.31
43930	28503	0.43
63441	43819	0.53
59399	72220	0.95
73947	14723	0.6
43150	59894	0.53
18148	66735	0.01
32749	42760	0.16
93084	18410	0.61
44426	78386	0.98
95611	99042	0.75
33742	67834	0.31
12930	23148	0.5
84509	37151	0.27
45958	19720	0.38
38350	49754	0.86
44163	16370	0.21
25305	7228	0.89
16801	23707	0.04
58659	93080	0.72
63360	46328	0.19
59213	10558	0.19
4045	35301	0.17
94345	16492	0.74
46773	70356	0.29
8483	92077	0.24
45310	73658	0.08
6907	91522	0.89
92368	7644	0.14
11388	20024	0.04
42431	38140	0.18
19364	23115	0.17
84863	40295	0.02
41221	21414	0.45
51297	67427	0.99
58258	37701	0.28
80554	58006	0.69
68997	29361	0.49
85207	71677	0.92
67109	64321	0.87
64403	31846	0.98
56555	4745	0.62
65344	35511	0.75
38617	47843	0.92
98983	76796	0.99
28191	44238	0.31
49310	34044	0.06
79075	55159	0.15
12265	26224	0.18
39710	62751	0.21
86904	76099	0.53
51748	87471	0.35
87056	61719	0.83
52350	98217	0.55
37577	36449	0.57
39814	38036	0.63
33759	70560	0.99
81849	83609	0.06
88540	82118	0.17
71750	84861	0.23
75447	81001	0.89
9449	58787	0.39
67267	48991	0.64
85006	15354	0.76
74206	61441	0.52
57654	25630	0.03
44496	75675	0.67
24900	23061	0.48
63068	23948	0.28
81000	88313	0.49
67849	90434	0.01
29327	26838	0.4
98267	25341	0.11
28337	78718	0.31
1330	3271	0.04
16043	14620	0.78
14657	41816	0.72
63352	74633	0.78
1718	64748	0.4
12322	22172	0.06
3565	75462	0.58
56719	94125	0.02
84784	43092	0.25
99241	73207	0.74
6341	16238	0.73
84417	59348	0.69
15245	97692	0.82
70166	72873	0.84
71019	54216	0.5
18189	12311	0.67
6220	87158	0.68
39464	45548	0.02
64140	50996	0.63
41920	398	0.99
70474	12449	0.36
59049	47335	0.43
71058	53047	0.78
69671	38617	0.86
16608	89827	0.43
41394	98907	0.51
7403	36424	0.81
94350	29465	0.62
86546	45231	0.28
81159	23009	1.0
26931	60814	0.96
75251	12212	0.9
29643	67161	0.51
16346	31909	0.04
51644	40150	0.68
71371	16992	0.15
13279	48920	0.62
74829	53832	0.62
87439	71241	0.62
46857	32484	0.9
93409	97918	0.98
21974	73265	0.8
42840	85959	0.54
63259	40609	0.64
32220	19782	0.98
13760	494	0.32
20828	91728	0.81
236	60676	0.95
31027	36225	0.12
23104	80249	0.56
10212	88655	0.26
33731	91960	0.78
41788	28279	0.68
66792	29598	0.19
20235	22599	0.2
44315	10376	0.16
8891	92410	0.32
95617	59038	0.61
77172	31985	0.38
80952	67861	0.83
42110	4747	0.28
59031	227	0.24
49609	73414	0.98
30377	78159	0.58
76266	69169	0.47
71390	43535	0.82
7559	29180	0.7
13531	84851	0.61
45908	91555	0.43
70394	7172	0.86
87134	26528	0.99
44409	51256	0.49
88358	20392	0.8
66971	35387	0.22
35732	69758	0.82
75103	73278	0.04
14557	67091	0.89
90183	92047	0.9
26916	88655	0.62
87912	40412	0.87
45262	47914	0.92
12007	49824	0.95
27919	41346	0.53
49749	80707	0.79
71536	35733	0.39
47707	11499	0.79
6633	85345	0.31
1181	3218	0.6
44442	84103	0.4
59193	20822	0.68
91641	84127	0.65
13090	85048	0.85
32229	67728	0.45
97967	22252	0.91
11067	22095	0.69
34055	79651	0.41
89234	4319	0.74
23981	88985	0.51
83998	70457	0.24
44966	47744	0.67
47504	59008	0.18
42377	84328	0.89
27609	6725	0.7
82835	44163	0.08
61429	39892	0.92
46039	63890	0.08
6003	14494	0.3
90028	99508	0.91
49627	93617	0.55
26294	3905	0.05
78052	69495	0.19
73638	90843	0.37
97426	95119	0.4
3050	1323	0.69
9843	77776	0.98
69703	89066	0.84
88539	6217	0.86
12199	58094	0.04
56354	88290	0.35
99562	25183	0.38
52981	63516	0.68
58071	1719	0.35
27336	7820	0.45
94175	66750	0.5
16395	48896	1.0
24467	42692	0.44
22160	32777	0.48
36357	37730	0.58
99556	15525	0.87
63633	96355	0.72
97296	59122	0.56
98435	66527	0.63
27216	72960	0.06
76549	57188	0.32
77151	77310	0.43
15086	61517	0.79
50485	95129	0.47
31410	33766	0.09
86888	35416	0.84
98670	46931	0.74
67122	33670	0.06
54408	30359	0.96
45212	88060	0.29
98503	74134	0.77
49262	11937	0.48
44571	82500	0.07
41598	6602	0.91
85423	13399	0.52
39570	48981	0.33
6043	40785	0.43
641	60192	0.52
65694	94588	0.36
7558	29039	0.98
92912	76688	0.77
7649	66480	0.07
41647	18110	0.63
61833	18764	0.93
79044	1339	0.52
78273	46180	0.57
95393	35882	0.1
95029	91634	0.58
32564	81210	0.73
71977	87205	0.13
104	77719	1.0
68109	32524	0.99
90620	94381	0.23
83167	73238	0.92
11651	50553	0.01
29275	66187	0.27
97722	16632	0.16
7272	56116	0.61
95262	96873	0.84
91530	50433	0.2
86941	11293	0.37
75637	22482	0.94
3599	23431	0.74
30104	63278	0.31
15600	2267	0.81
8055	41627	0.21
40194	54938	0.8
98910	93283	0.34
22829	79463	0.95
14727	64501	0.21
86806	7121	0.32
72531	91030	0.66
60683	65773	0.55
61963	97263	0.97
89239	876	0.82
42958	55977	0.58
1454	93183	0.34
87721	90787	0.76
63744	76850	0.08
47976	15613	0.95
23070	51998	0.28
48374	5014	0.14
9811	64036	0.87
54971	71780	0.22
98525	67643	0.84
13251	75345	0.11
11332	24828	0.6
15492	18800	0.62
98864	14798	0.46
22567	22869	0.8
17697	43982	0.75
81050	81261	0.69
19516	51921	0.79
49272	57182	0.51
65310	30620	0.01
92081	3737	0.93
13004	66608	0.32
57592	34957	0.21
66753	39456	0.73
39867	71486	0.3
88970	63181	0.62
88793	37596	0.31
32089	99674	0.84
8617	58357	0.25
19973	32664	0.48
30688	43143	0.88
79327	19491	0.73
61777	51334	0.39
18896	66641	0.87
61145	83968	0.8
56309	99947	0.55
23260	6535	0.28
60575	65666	0.31
92702	42387	0.17
93987	44788	0.35
81474	81555	0.43
11379	33234	0.3
84729	46662	0.58
73565	62753	0.1
10290	83365	0.06
97013	29988	0.26
25103	80027	0.5
23651	2876	1.0
37063	83529	0.91
62406	29058	0.33
84325	91812	0.24
17364	88903	0.6
78850	87343	0.31
22697	64503	0.39
38417	3786	0.5
80602	99177	0.5
41281	9839	0.5
80083	666	0.56
65952	36147	0.48
29479	39343	0.44
94223	231	0.15
19358	55871	0.38
68186	25967	0.67
33063	9921	0.17
42750	43354	0.79
73653	30172	0.34
17867	70428	0.73
71736	82326	0.64
13642	38517	0.84
96192	14133	0.42
51198	15422	0.52
41669	49633	0.34
30091	65633	0.24
58177	5400	0.82
60129	83711	0.36
76320	28552	0.72
28985	8701	0.31
41301	71804	0.85
55606	74914	0.61
98594	72671	0.46
25070	31779	0.61
46978	46719	0.18
53182	19512	0.09
77730	11961	0.44
25461	82998	0.03
7024	16363	0.43
19921	49040	0.84
20301	57453	0.65
58743	41029	0.49
97308	88170	0.58
73065	14408	0.64
25082	55933	0.17
75355	96953	0.72
47855	70999	0.02
60432	97722	0.18
43091	8957	0.97
53695	50984	0.85
46573	96103	0.52
25945	40428	0.69
30355	52845	0.27
5083	21397	0.19
72361	18697	0.24
43540	14824	0.69
72989	32684	0.61
78037	18919	0.6
95200	45434	0.11
23462	14258	0.06
77302	37721	0.29
59703	11539	0.7
24354	8189	0.84
43744	84064	0.96
69388	23470	0.21
90868	7433	0.75
28156	64951	0.88
85478	65946	0.72
2157	26888	0.05
7068	11154	0.73
10720	78569	0.67
27507	51592	0.62
88646	51974	0.14
52982	64579	0.01
23252	45064	0.4
94449	95919	0.51
70167	51147	0.72
80493	55775	0.13
10020	24580	0.32
44160	19726	0.28
66706	10479	0.54
46356	10722	0.94
6297	55755	0.84
36557	88616	0.6
55883	25803	0.7
2390	6058	0.29
84613	58418	0.61
68666	87102	0.3
20643	75923	0.89
60707	7813	0.91
2810	71864	0.62
27827	21391	0.76
29855	89338	0.06
46035	39988	0.93
17213	74174	0.34
22914	3204	0.34
98695	46257	0.94
31033	7444	0.12
94859	86403	0.54
4587	25214	0.45
81111	31127	0.42
82030	49651	0.78
91208	44739	0.75
44597	45762	0.44
26602	41550	0.91
59046	33091	0.29
66270	6633	0.53
56987	21041	0.82
85706	16173	0.74
22460	99404	0.79
55384	37797	0.3
22612	76933	0.61
90517	6323	0.52
91685	80446	0.19
7420	994	0.48
84733	24990	0.68
68653	80915	0.49
41901	98232	0.54
37929	21388	0.09
49962	31994	0.9
3012	39203	0.69
64203	73059	0.45
62828	71168	0.59
73579	43141	0.02
79627	75264	0.44
53076	57148	0.32
33795	12246	0.66
99536	2875	0.41
27576	53401	0.75
6223	83899	0.98
25431	16878	0.39
17764	25761	0.68
12542	57888	0.41
82856	29977	0.19
70643	354	0.3
86003	75440	0.66
52335	31909	1.0
3263	31083	0.57
45398	99846	0.41
89045	67106	0.8
46195	59504	0.32
81605	43058	0.12
11554	80676	0.14
34824	20220	0.01
65299	430	0.03
3273	21720	0.99
4931	98920	0.98
63410	37142	0.22
98626	15225	0.87
61453	66296	0.52
54968	90944	0.91
27139	20517	0.89
14248	16805	0.74
86457	92445	0.97
33825	29721	0.52
14704	52339	0.44
58632	76577	0.32
1966	10700	0.54
93154	42794	0.2
90909	80554	0.39
65125	84361	0.03
70079	89797	0.92
27140	16383	0.6
29396	60804	0.34
5734	71160	0.12
15018	20995	0.91
68548	27313	0.85
83336	92313	0.18
37551	67881	0.27
24241	58847	0.26
44150	83390	0.29
17479	47135	0.91
70726	95249	0.45
98414	82315	0.65
95764	8565	0.69
85179	21624	0.12
45129	70405	0.89
80571	71709	0.63
49935	81973	0.11
26256	91388	0.42
21133	90656	0.07
54323	97424	0.49
83939	85843	0.82
9538	32701	0.67
86668	10610	0.57
49920	24252	0.02
68404	48613	0.68
49452	117	0.91
86332	65315	0.69
26792	15378	0.03
39277	58120	0.29
39083	94762	0.41
84859	37788	1.0
13746	43847	0.55
90588	10262	0.15
91856	33082	0.86
84352	86452	0.98
52578	60985	0.61
73200	12754	0.38
33756	58510	0.64
65708	42197	0.96
56392	2753	0.66
54334	99100	0.63
87833	75181	0.31
83554	78493	0.72
79602	78874	0.38
69257	53899	0.5
19197	23723	0.54
58969	57432	0.84
75221	95782	0.11
22001	14514	0.49
81321	7649	0.78
47315	94429	0.58
27939	14413	0.14
72602	3334	0.03
41452	6808	0.94
99419	80526	0.24
13408	21518	0.73
91289	53564	0.92
64385	14478	0.87
69296	86446	0.27
35888	33464	0.88
20751	43109	0.05
59872	98093	0.12
8994	1591	0.61
93663	96471	0.81
51804	39529	0.04
33935	6262	0.17
89869	43393	0.06
46593	38064	0.57
49484	91005	0.61
16291	19971	0.26
92196	67925	0.52
34185	48926	0.1
82971	95032	0.65
99804	14233	0.91
59155	17856	0.1
55373	99000	0.7
32521	49518	0.18
52815	86234	0.17
57670	99003	0.68
33141	94347	0.82
76011	63949	0.28
93336	77693	0.96
77149	36492	0.05
84735	8286	0.95
34957	62132	0.79
45722	91845	0.48
69998	17455	0.79
85167	89979	0.24
81407	84119	0.53
30952	92767	0.5
8421	45429	0.58
99403	93470	0.31
69763	91252	0.12
95108	62338	0.99
96189	46292	0.81
35698	99919	0.95
61400	43648	0.33
87850	91834	0.52
83345	60694	0.71
12933	57665	0.94
93847	4745	0.6
40620	18924	0.72
18054	20935	0.66
30980	93737	0.23
43589	4644	0.66
1855	45420	0.63
11370	34621	0.28
1846	91393	0.96
94192	65111	0.26
8913	794	0.46
28850	10125	0.78
38288	88246	0.71
95825	95271	0.11
78135	95972	0.88
82242	78267	0.35
55014	56315	0.87
79794	6777	0.64
63355	11709	0.78
67401	67216	0.07
72231	83022	0.21
73810	97365	0.7
33163	40023	0.93
32412	87272	0.44
76307	55699	0.4
58537	91926	0.45
23345	63769	0.42
26538	20801	0.29
1600	29967	0.95
3878	88605	0.54
10777	2529	0.94
75581	55839	0.25
25264	73144	0.94
1302	83877	0.96
36949	74055	0.26
59301	92367	0.01
32140	28811	0.03
31206	71141	0.6
15713	46756	0.51
99372	2269	0.57
66205	55395	0.21
86290	88335	0.21
17297	36216	0.27
75024	94788	0.91
3200	95325	0.62
54300	94124	0.63
32201	14463	0.94
57851	77232	0.32
80557	4839	0.86
55494	69522	0.39
741	76630	0.42
50573	85762	0.77
24961	87582	0.23
41832	69349	0.41
85570	64336	0.72
84136	3514	0.08
48722	28710	0.29
46049	40776	0.56
81024	88706	0.13
15593	25273	0.31
53096	24313	0.58
6790	18727	0.91
2757	7751	0.89
52906	90663	0.52
61432	84104	0.46
8160	7837	0.45
75350	7028	0.87
11745	70726	0.1
72916	63435	0.88
26595	69366	0.5
73923	96017	0.06
4621	91739	0.4
12477	37159	0.99
48845	32605	0.17
15555	47595	0.38
72245	14719	0.57
10411	98521	0.8
43474	39228	0.53
75521	64973	0.68
54563	82216	0.21
37718	68621	0.65
9904	70146	0.88
27504	86232	0.7
62521	30557	0.93
82102	81392	0.03
30763	44234	0.89
69945	81448	0.16
63418	25600	0.38
80113	72908	0.64
52725	41597	0.82
24576	88734	0.48
9444	72058	0.75
80996	66942	0.74
55533	38045	0.53
24499	60896	0.61
27915	44749	0.92
98727	66349	0.48
79659	60131	0.75
62054	489	0.08
78897	1236	0.82
57693	27056	0.97
66118	48036	0.3
50556	67884	0.86
67968	87477	0.42
64171	56284	0.09
20001	36371	0.07
33852	58390	0.84
97090	40994	0.79
75575	48924	0.01
88179	25154	0.1
14183	38014	0.33
17374	4881	0.34
13083	46569	0.04
66233	28833	0.09
73576	94896	0.81
10405	50514	0.29
23511	41314	1.0
47847	28495	0.48
89043	94637	0.24
52530	69727	0.21
47444	42556	0.17
24657	59055	0.5
55778	47752	0.08
41922	79690	0.96
52357	61337	0.76
53587	50446	0.9
8619	65692	0.14
33160	74736	0.34
53691	33696	0.22
53308	70245	0.76
1946	14217	0.42
87021	82384	0.98
26227	63598	0.22
75358	67575	0.62
32808	12934	0.63
67350	94111	0.05
62249	57046	0.05
45490	33030	0.76
67415	58361	0.43
87193	83887	0.87
28083	66332	0.99
95198	53220	0.19
56307	32181	0.3
99260	48552	0.21
14571	89470	0.93
59275	51980	0.74
84376	57277	0.52
27506	25300	0.88
11327	36025	0.76
13878	86899	0.59
50288	1754	0.57
8453	92875	0.85
44437	79121	0.78
61759	1028	0.08
66849	55524	0.05
41992	61097	0.68
16933	91822	0.44
39722	12129	0.38
15704	26811	0.9
3333	953	0.78
93232	50095	0.58
63208	4620	0.03
13142	833	0.79
66149	88757	0.83
81699	18763	0.18
91745	85149	0.7
57194	60808	0.4
38181	15214	0.18
13262	10183	0.13
56586	23924	0.73
83147	64796	0.61
57981	31446	0.72
4348	17465	0.78
62497	48539	0.44
18813	53091	0.85
13863	71133	0.22
42129	7219	0.49
41065	67223	0.5
45972	39328	0.54
32987	92537	0.37
78918	48327	0.19
33742	36661	0.18
68487	8729	0.98
7913	37321	0.57
50209	33464	0.45
45213	13235	0.47
50960	35134	0.85
71615	12056	0.21
22729	95373	0.83
12507	2651	0.51
53057	41288	0.73
10427	1037	0.95
67643	48317	0.83
64517	95534	0.24
5965	59955	0.15
1958	24155	0.25
95652	35941	0.64
23916	40462	0.66
34726	13884	0.52
78921	96275	0.17
70421	11475	0.32
32829	54170	0.51
49526	58904	0.07
74037	76545	0.82
15393	82703	0.28
9320	75189	0.98
13679	53911	0.61
37364	70064	0.81
38046	27621	0.62
13472	53038	0.92
16734	2316	0.99
26557	37378	0.02
89020	72856	0.87
48163	59042	0.94
4395	59446	0.12
19331	97938	0.15
45117	28882	0.24
98063	37200	0.34
72742	65987	0.59
36419	79031	0.07
26316	76435	0.13
9171	81886	0.92
48257	89393	0.8
48218	1987	0.1
76532	75852	0.3
57462	70602	0.41
2159	52614	0.95
74495	66153	0.25
70124	32164	0.7
54086	83699	0.48
46993	19570	0.34
96443	68300	0.63
93397	91460	0.47
51518	11785	1.0
48812	65578	0.62
55289	39297	0.5
64812	79816	0.75
61699	34489	0.46
10222	45578	0.65
61954	80245	0.4
99764	1723	0.95
98611	32215	0.17
12619	32718	0.88
28804	34025	0.23
34790	2036	0.8
14633	42116	0.4
25348	21622	0.75
77370	40399	0.89
38509	95678	0.57
12076	7457	0.05
35890	66056	1.0
36305	31449	0.56
52514	16839	0.78
97268	71318	0.87
47592	28482	0.91
77856	7712	0.69
97560	75833	0.54
7146	10280	0.02
48827	8041	0.81
28727	70731	0.97
62835	72415	0.21
92042	31875	0.98
48140	61894	0.58
87163	87807	0.81
10197	35834	0.64
86023	74941	0.08
4061	18921	0.03
33413	24184	0.76
63716	80780	0.89
32414	42258	0.82
59327	12315	0.27
1780	66976	0.09
3879	45471	0.07
63864	65157	0.94
23868	95058	0.09
54055	70821	0.77
84335	37167	0.12
18269	68082	0.23
19800	94416	0.92
76430	22512	0.33
42110	51212	0.98
22265	68803	0.27
13250	67716	0.93
90924	7357	0.54
68974	10814	0.97
15581	66712	0.46
66118	71577	0.3
12831	37573	0.38
31560	4568	0.14
55989	19329	0.98
45086	63994	0.49
7088	36389	0.69
9047	23748	0.43
2749	97035	0.73
17206	5165	0.65
75492	36882	0.17
53946	5927	0.97
62749	67878	0.81
93915	76946	0.27
86270	64194	0.54
98504	37719	0.39
96988	11766	0.44
5156	71146	0.65
85296	67018	0.73
3856	43982	0.22
57172	22810	0.31
72855	69700	0.92
60397	91863	0.63
60092	68491	0.35
96755	72130	0.13
82469	58889	0.65
83508	34517	0.01
68210	19010	0.42
82923	15554	0.99
96611	41042	0.04
9069	17489	0.74
61812	20819	0.63
46542	33045	0.41
2191	19974	0.27
11043	84808	0.78
9230	42633	0.75
88179	56163	0.59
28238	17699	0.51
76531	83347	0.93
8392	66380	0.89
79811	17334	0.13
39912	83920	0.05
42364	10332	0.59
63212	22554	0.24
85269	10751	0.31
26806	4517	0.74
31222	98211	0.07
77940	73712	0.17
53006	24235	0.09
40611	44933	0.72
11804	61140	0.75
95421	94641	0.19
85230	8258	0.51
5523	47546	0.85
8458	24962	0.59
27116	69180	0.35
65769	19580	0.26
26121	80197	0.69
70750	78268	0.62
91338	15477	0.5
64624	88469	0.7
28595	38869	0.92
32591	96028	0.14
78795	64053	0.78
94840	85204	0.04
36737	82635	0.45
98819	32476	0.19
88179	52417	0.94
94728	21025	0.14
5841	78937	0.6
61085	4728	0.22
41765	10697	0.86
51432	99108	0.12
78492	28405	0.05
19433	73214	0.17
54449	65722	0.74
31660	59054	0.21
43430	78701	0.26
96910	25530	0.47
21494	6131	0.78
87455	2200	0.65
17971	44525	0.23
63596	63294	0.36
7265	47159	0.36
56005	9698	1.0
80395	44227	0.75
53536	75953	0.57
70412	98293	0.73
73750	26370	0.88
39327	17691	0.3
10960	86628	0.92
18581	70097	0.57
43076	35182	0.18
19800	86699	0.17
36304	31783	0.49
60046	57956	0.53
22815	18920	0.29
45498	30018	0.22
78108	19108	0.36
53340	517	0.04
83495	98224	0.09
31003	66798	0.97
72735	97295	0.86
16393	85276	0.21
5213	50028	0.32
29461	32111	0.17
70105	84513	0.55
72498	79500	0.1
95768	15943	0.19
25528	23320	0.33
34221	49447	0.68
7726	1661	0.8
51139	45270	0.59
91762	22712	0.29
49669	26059	0.05
31064	58073	0.35
93329	88089	0.14
40469	97845	0.51
47609	62226	0.75
12535	94965	0.72
19814	28487	0.68
22993	70160	0.67
42310	23840	0.9
21516	77521	0.01
92116	28287	0.84
36328	25686	0.72
90734	96930	0.26
59001	66681	0.91
65855	4955	0.98
37779	82834	0.2
85275	9155	0.53
23736	47291	0.39
27821	46400	0.67
20589	70253	0.87
94277	8650	0.63
39055	75572	0.98
96981	55232	0.72
89458	9015	0.08
12019	91005	0.16
45101	75160	0.3
12879	49369	0.06
18214	74625	0.45
19768	80708	0.03
51924	57423	0.52
83699	57873	0.73
56344	81704	0.37
96296	19650	0.77
81336	57492	0.1
63604	71374	0.06
47918	62545	0.43
21380	50436	0.78
2440	89053	0.82
94238	15001	0.77
81942	78220	0.22
50551	44260	0.82
31560	86611	0.18
13655	21306	0.42
31645	66502	0.8
4707	78941	0.61
20451	38706	0.5
16766	24292	0.3
80193	53194	0.11
36323	78790	0.84
98211	91430	0.99
25585	73874	0.42
19879	85615	0.32
70174	33811	0.91
48374	93811	0.16
14008	63550	0.51
32037	65806	0.54
67357	70379	0.38
62427	30164	0.94
46362	77536	0.41
86966	17482	0.58
1500	9170	0.5
44203	98523	0.98
34651	12981	0.43
30174	46902	0.04
19923	14026	0.14
6495	30655	0.15
16254	34007	0.98
4226	59806	0.64
77304	33875	0.3
97019	62718	0.54
89301	95968	0.05
91089	30006	0.64
39001	86855	0.41
96787	81702	0.94
78259	30713	0.77
92987	8000	0.26
93012	98415	0.05
39894	98522	0.34
66903	38634	0.87
97539	40313	0.81
87240	16851	0.9
33937	22294	0.1
63955	31246	0.94
89843	83389	0.19
36460	89969	0.79
41625	7786	0.6
74632	98472	0.29
71170	71853	0.61
72959	77153	0.56
752	9434	0.39
28720	18222	0.12
96658	59115	0.16
33272	81244	0.18
54818	8656	0.29
57672	30952	0.93
39197	84747	0.21
75357	16385	0.3
30744	91927	0.12
11217	35539	0.11
33948	59944	0.17
63009	64209	0.38
54197	26300	0.79
36121	41731	0.7
99954	41544	0.11
16785	24910	0.26
68863	66718	0.03
55175	63436	0.8
32181	6607	0.09
71788	89079	0.75
75443	364	0.7
16821	62631	0.65
97020	47825	0.01
40468	37048	0.79
82003	52512	0.6
7440	44059	0.81
50177	23848	0.52
88046	65494	0.02
96373	85839	0.8
3679	72221	0.87
65657	31765	0.01
54575	35241	0.53
89062	14703	0.55
12977	21595	0.86
77597	57398	0.72
21509	88318	0.51
78219	20870	1.0
56204	7288	0.99
94821	79173	0.72
15245	44056	0.37
66444	59050	0.42
32059	717	0.82
10081	20356	0.13
55360	16858	0.29
71532	21013	0.42
56284	39924	0.6
26322	26480	0.43
24449	89152	0.55
45513	73340	0.47
86447	93171	0.07
39449	35422	0.35
52422	62822	0.3
87749	72056	0.16
52078	72685	0.48
52000	53129	0.46
60133	43757	0.99
54389	36795	0.45
12098	52361	0.9
39499	94320	0.57
8942	81159	0.85
70187	88982	0.78
59568	13402	0.06
6997	48465	0.76
48149	17403	0.31
85908	8730	0.81
84085	42658	0.66
49253	94211	0.25
32098	38603	0.92
65834	43990	0.22
52207	94930	0.57
65836	32261	0.89
47391	95815	0.3
23284	75172	0.58
